Sample	Reads_sequenced	Reads_mapped	Unique_reads_mapped	Percent_mapped_reads	avg_quality	dinucleotide_repeats	mononucleotide_repeats	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result	Genome_coverage	Positive_chromosomes	Proportion_with_neighbours	sample_id	treatment	tube_contents	expt	filename
1np_f10c3	1078184	741802	611500	68.8	33.2216495515	0.0	0.0	0.104063580807	6.12444779987	89.6181274677	18.6335023516	9.7	2.93214442393	0.142102637833	13	0.925975634937	f10c3	none	1np	differentiation-16	1np_f10c3
1np_f10c4	776857	550843	381480	70.9	37.5616284593	0.0	0.0	0.166824566462	5.78634098118	87.0278452857	20.1466408535	11.02	0.649791984183	0.0990287843667	10	0.871111111111	f10c4	none	1np	differentiation-16	1np_f10c4
1np_f10c5	11485609	96284	94697	0.83	36.9013212969	0.0	0.0	0.0150187734668	96.0901126408	6.68535669587	7.60650813517	2.79	0.340425531915	0.00397582230568	1	0.125461254613	f10c5	none	1np	differentiation-16	1np_f10c5
1np_f10c6	583824	355185	227956	60.83	36.905183754	0.0	0.0	0.372029926827	5.14572884979	94.036216394	21.9816245992	4.84	0.8869111239	0.0487515037704	5	0.868793259103	f10c6	none	1np	differentiation-16	1np_f10c6
1np_f10d1	1791867	886182	752183	49.45	33.1975191239	0.0	0.0	0.106480225818	4.06131653758	64.3723191594	13.5169614963	35.22	1.8222182041	0.149526128928	14	0.924156200942	f10d1	none	1np	differentiation-16	1np_f10d1
1np_f10d2	999968	673151	558596	67.31	32.389780473	0.0	0.0	0.159004770143	5.71517145514	86.0455813674	17.6375291259	12.61	2.1130633919	0.0826560253514	7	0.908058217962	f10d2	none	1np	differentiation-16	1np_f10d2
1np_f10d3	1434861	430566	327360	30.0	32.4930484556	0.0	0.0	0.175625176845	10.005756603	37.5593954591	9.9072113649	55.84	2.05091178738	0.0438367418796	6	0.895917001339	f10d3	none	1np	differentiation-16	1np_f10d3
1np_f10d4	951277	17220	15188	1.81	36.5845132385	0.0	0.0	0.214447901774	2.289546716	2.7068791523	1.21730720713	94.81	0.668572870238	0.00149643496376	1	0.519607843137	f10d4	none	1np	differentiation-16	1np_f10d4
1np_f10d5	1002188	694261	412127	69.27	36.7746181355	0.0	0.0	0.244464622477	4.94517007753	93.2328201239	21.205559824	5.99	0.963889082908	0.0719609166398	8	0.913965341488	f10d5	none	1np	differentiation-16	1np_f10d5
1np_f10d6	161706	117238	86788	72.5	36.5687976946	0.0	0.0	0.397016808282	5.49330266038	91.126488813	21.4636438969	7.34	1.02964639531	0.0374842287492	9	0.60313111546	f10d6	none	1np	differentiation-16	1np_f10d6
1np_f10e1	951314	471596	262133	49.57	32.3219862212	0.0	0.0	1.57885884876	18.9873018543	71.0454946811	24.1453979733	24.41	14.1466593785	0.00912531909275	3	0.509646302251	f10e1	none	1np	differentiation-16	1np_f10e1
1np_f10e2	2275425	1511845	1096180	66.44	32.1107476625	0.0	0.0	0.242590870497	6.6813568916	87.584401407	19.6710872114	11.21	2.93231714713	0.10743522784	12	0.86740406937	f10e2	none	1np	differentiation-16	1np_f10e2
1np_f10e3	1058689	363644	286361	34.34	32.8111173347	0.0	0.0	0.145462101927	48.2778326147	48.5708348486	14.5825757182	10.13	4.0604706738	0.0656524163023	11	0.811173184358	f10e3	none	1np	differentiation-16	1np_f10e3
1np_f10e4	1554896	698768	438961	44.93	27.1641331639	0.0	0.0	0.262396970601	29.0890194585	82.9977053128	38.2914355687	14.32	17.6217573394	0.0689973885743	8	0.883266000425	f10e4	none	1np	differentiation-16	1np_f10e4
1np_f10e5	1755078	1356970	910160	77.31	36.8970940323	0.0	0.0	0.102558843136	4.9248756474	96.5417158094	21.8019588739	2.9	0.633813650582	0.221839147912	15	0.914225249653	f10e5	none	1np	differentiation-16	1np_f10e5
1np_f10e6	1616007	877092	465052	54.27	36.5421350279	0.0	0.0	0.340590687221	4.27520519599	70.5151434144	17.3602241562	28.47	0.8722685914	0.0794137495965	11	0.817845926473	f10e6	none	1np	differentiation-16	1np_f10e6
1np_f10f1	2355741	1706206	1405852	72.42	33.2603320993	0.0	0.0	0.058070826032	5.48208973471	91.0784873059	19.0003667631	8.27	2.17816536941	0.240207153546	16	0.924448787638	f10f1	none	1np	differentiation-16	1np_f10f1
1np_f10f2	1111588	769895	585809	69.26	32.3142900067	0.0	0.0	0.210778395709	6.73402339343	87.7491242306	20.6701367586	11.19	3.18740475389	0.0613978463073	6	0.885065710872	f10f2	none	1np	differentiation-16	1np_f10f2
1np_f10f3	950855	589901	390085	62.03	32.3014939186	0.0	0.0	0.497444418737	11.8229813011	83.5801274636	22.1599394233	14.1	7.21662495005	0.0532114667997	8	0.761510890543	f10f3	none	1np	differentiation-16	1np_f10f3
1np_f10f4	798382	473784	330935	59.34	37.4211592947	0.0	0.0	0.171346119161	4.23655784685	75.5075252009	17.4031543718	23.41	0.608228621816	0.0911651653414	11	0.904409398133	f10f4	none	1np	differentiation-16	1np_f10f4
1np_f10f5	1833747	1108870	722347	60.47	36.7322956766	0.0	0.0	0.119754601227	21.9641717791	77.7089570552	19.6868711656	5.0	0.810797546012	0.145330242657	11	0.924793054714	f10f5	none	1np	differentiation-16	1np_f10f5
1np_f10f6	205025	142712	102099	69.6	36.7723741007	0.0	0.0	0.259479285554	5.35834479529	92.585330641	21.2363310019	6.15	0.870133544038	0.0430004988117	6	0.744114636643	f10f6	none	1np	differentiation-16	1np_f10f6
1np_f10g1	6441019	4267466	2975628	66.25	32.9836990079	0.0	0.0	0.171898132968	6.95144126151	88.4987231844	18.7776353574	10.54	3.5790582367	0.120873800651	11	0.908969535138	f10g1	none	1np	differentiation-16	1np_f10g1
1np_f10g2	1114463	762399	593259	68.4	32.4909306096	0.0	0.0	0.171741597986	5.72471993288	86.2981789468	18.6586388985	12.96	2.39648620639	0.0707872421584	9	0.907772020725	f10g2	none	1np	differentiation-16	1np_f10g2
1np_f10g3	874803	84309	73892	9.63	32.6694993044	0.0	0.0	0.0627565560025	75.095935227	17.4175162807	8.62336807234	13.53	3.28288803613	0.0232534256624	6	0.425867507886	f10g3	none	1np	differentiation-16	1np_f10g3
1np_f10g4	1166704	680526	413483	58.32	37.5466887917	0.0	0.0	0.271532306173	16.8967148705	79.857239833	19.300392899	7.06	0.655174541789	0.0716528270884	9	0.883497133497	f10g4	none	1np	differentiation-16	1np_f10g4
1np_f10g5	57862	21937	18608	37.91	35.469081608	0.0	0.0	3.35453319968	13.4855345477	51.1873077322	14.9096125264	37.62	4.26359268605	0.00124702913647	1	0.517647058824	f10g5	none	1np	differentiation-16	1np_f10g5
water-control_f10h3	961482	25092	24430	2.6	31.9690800244	0.0	0.0	0.116485870888	28.7980114198	7.69742795037	5.5622003349	67.86	3.17319992928	0.00333030134092	1	0.0969162995595	f10h3	none	water-control	differentiation-16	water-control_f10h3
1np_f11a1	841774	553548	442715	65.75	32.9191790195	0.0	0.0	0.55121552527	6.94151413203	83.6545589325	17.6417479234	14.19	2.7655813423	0.084930019659	8	0.905337709449	f11a1	none	1np	differentiation-16	1np_f11a1
1np_f11a2	969152	662640	575135	68.37	33.0636566813	0.0	0.0	0.212555202443	6.03099591399	88.674728631	17.5234223451	10.03	2.37525279624	0.149687509169	10	0.927472312065	f11a2	none	1np	differentiation-16	1np_f11a2
1np_f11a3	1174223	508192	407537	43.27	32.8027086848	0.0	0.0	0.530392838164	6.668233659	63.3006990148	13.8259820954	33.91	2.52013244492	0.0589037880344	9	0.911332503113	f11a3	none	1np	differentiation-16	1np_f11a3
1np_f11a4	1201675	766521	648622	63.78	33.2276921797	0.0	0.0	0.166766526862	5.85580187737	89.7213900539	18.3682844018	9.55	2.50449370881	0.114301223556	14	0.739699653446	f11a4	none	1np	differentiation-16	1np_f11a4
1np_f11a5	1470411	1043893	756772	70.99	33.0347555887	0.0	0.0	0.513118700779	6.75215244624	87.8718325376	18.9160239931	10.31	2.76961684417	0.0673689152314	8	0.921167247387	f11a5	none	1np	differentiation-16	1np_f11a5
1np_f11a6	1425138	960524	686398	67.39	33.0857124012	0.0	0.0	0.514755000196	6.20260128099	86.7136233251	17.3130574875	11.56	2.37337419938	0.0648455150964	11	0.822398190045	f11a6	none	1np	differentiation-16	1np_f11a6
1np_f11b1	857185	616527	504572	71.92	33.251858117	0.0	0.0	0.382180317714	6.34272334975	88.5177913337	17.4238526716	9.45	2.07574309923	0.0956251283706	10	0.935256213562	f11b1	none	1np	differentiation-16	1np_f11b1
1np_f11b2	1120012	797963	655917	71.24	33.2265707867	0.0	0.0	0.302494598311	5.9516794343	90.3741897466	18.8469848753	8.56	2.47299155372	0.128678735953	14	0.930338615893	f11b2	none	1np	differentiation-16	1np_f11b2
1np_f11b3	900818	169244	145955	18.78	32.753347513	0.0	0.0	0.296729975722	33.6703599724	26.1242269535	8.77501473659	44.6	2.64559251082	0.0515243097327	9	0.799259681093	f11b3	none	1np	differentiation-16	1np_f11b3
1np_f11b4	1121438	716055	524035	63.85	33.10792215	0.0	0.0	0.908297285898	7.72543134312	86.5050172145	18.5779164092	11.05	3.54981412275	0.0618966579619	9	0.89784309078	f11b4	none	1np	differentiation-16	1np_f11b4
1np_f11b5	1354420	1023716	844750	75.58	33.057620236	0.0	0.0	0.296656157941	6.27215876789	90.8160628456	19.7798335831	8.16	2.65543438937	0.18747982747	14	0.941075201502	f11b5	none	1np	differentiation-16	1np_f11b5
1np_f11b6	952119	36416	32604	3.82	31.3179255954	0.0	0.0	6.87413351258	20.6055959333	16.8823257573	12.9679032055	67.13	10.89463513	0.00325694668584	1	0.189189189189	f11b6	none	1np	differentiation-16	1np_f11b6
1np_f11c1	870520	544380	412708	62.53	32.8629623673	0.0	0.0	0.720599638149	7.05712070302	79.3259240114	17.3316102352	17.79	2.84828120961	0.0426483964672	7	0.908840729274	f11c1	none	1np	differentiation-16	1np_f11c1
1np_f11c2	933788	652538	568030	69.88	33.0236509786	0.0	0.0	0.20143607537	5.78092622042	89.5629126307	18.5783817647	9.18	2.50975856585	0.153722015199	15	0.907520519183	f11c2	none	1np	differentiation-16	1np_f11c2
1np_f11c3	1075661	680891	507573	63.29	32.7873716719	0.0	0.0	1.0175072606	12.5945923835	80.4587474946	18.2496829877	11.85	3.83482635906	0.0479005897714	7	0.916385911179	f11c3	none	1np	differentiation-16	1np_f11c3
1np_f11c4	1251777	754578	443124	60.28	32.7887107688	0.0	0.0	2.36470698196	8.34345889024	73.5842394409	17.5042319635	21.5	4.08241684062	0.0116780610898	2	0.896984924623	f11c4	none	1np	differentiation-16	1np_f11c4
1np_f11c5	825823	83246	60118	10.08	31.1466452254	0.0	0.0	10.6531173713	30.4258534506	29.141318247	19.37458829	46.34	15.7098849149	0.00476805258062	1	0.326153846154	f11c5	none	1np	differentiation-16	1np_f11c5
1np_f11c6	1025440	712861	493953	69.51	32.6959519816	0.0	0.0	1.32333437354	8.68017631456	84.7743407708	19.6754563895	11.69	4.06654704322	0.0400222998151	6	0.879765395894	f11c6	none	1np	differentiation-16	1np_f11c6
1np_f11d1	726504	478753	409629	65.89	33.2606592668	0.0	0.0	0.294834613198	5.81961131934	89.9775501749	17.5937256111	8.72	2.17271912667	0.141794548282	12	0.911122607346	f11d1	none	1np	differentiation-16	1np_f11d1
1np_f11d2	775112	555622	442826	71.68	33.1106962607	0.0	0.0	0.594494731084	6.78921239769	85.7403833252	18.458235713	12.16	2.78153350742	0.0702737595728	7	0.937160751566	f11d2	none	1np	differentiation-16	1np_f11d2
1np_f11d3	1078980	760400	630656	70.47	33.1311460824	0.0	0.0	0.300744214497	6.08420838006	89.3057396269	18.7593026812	9.31	2.42532368233	0.139725947009	14	0.930386392272	f11d3	none	1np	differentiation-16	1np_f11d3
1np_f11d4	990246	648759	448550	65.51	33.2023042759	0.0	0.0	1.2673567281	7.81923756627	83.2698813431	17.8601363292	13.64	3.58091391063	0.0396115137467	5	0.928888888889	f11d4	none	1np	differentiation-16	1np_f11d4
1np_f11d5	977943	31333	27561	3.2	31.2358245828	0.0	0.0	8.64972646863	24.2077815839	16.5315200164	13.5201186155	63.13	11.7736080577	0.0126170006749	1	0.123255813953	f11d5	none	1np	differentiation-16	1np_f11d5
1np_f11d6	1195907	877937	676063	73.41	33.1247973296	0.0	0.0	0.451539750549	6.81122628162	89.3747679587	19.1342477849	8.87	2.59284158982	0.0937765910625	8	0.942897371715	f11d6	none	1np	differentiation-16	1np_f11d6
1np_f11e1	607864	349954	255823	57.57	32.651584894	0.0	0.0	1.65826020866	11.4548272152	79.7060536368	20.4706300402	15.54	5.65387766383	0.0451864675332	6	0.825324675325	f11e1	none	1np	differentiation-16	1np_f11e1
1np_f11e2	94901	14296	13957	15.06	31.0792193971	0.0	0.0	12.1621479226	28.3347909927	33.3747800339	19.1905248628	42.02	14.5878336372	0.000234734896277	1	0.0	f11e2	none	1np	differentiation-16	1np_f11e2
1np_f11e3	953031	707142	565902	74.19	33.1741905562	0.0	0.0	0.378787878788	6.2725593889	89.8944430454	18.6991102157	8.69	2.58646016956	0.0923388398228	9	0.939307276772	f11e3	none	1np	differentiation-16	1np_f11e3
1np_f11e4	808586	457393	311101	56.56	32.9532814073	0.0	0.0	2.61392643014	10.1272335121	78.4751766033	18.6200209747	16.36	4.98347745216	0.0339045215809	6	0.915188230203	f11e4	none	1np	differentiation-16	1np_f11e4
1np_f11e5	1451093	1039165	773449	71.61	33.1500262216	0.0	0.0	0.489973123837	6.54021087451	89.2516022328	18.8277858177	9.32	2.77341327269	0.0993955576421	9	0.92295202952	f11e5	none	1np	differentiation-16	1np_f11e5
1np_f11e6	1239014	890760	669717	71.89	33.1995966147	0.0	0.0	0.398055243482	6.36888389571	88.7663192965	19.1202107465	9.63	2.36024483787	0.0959919016461	9	0.932141219624	f11e6	none	1np	differentiation-16	1np_f11e6
1np_f11f1	932785	700418	610250	75.08	33.2431224773	0.0	0.0	0.15341122893	5.20633327866	91.1629343033	18.6495952452	8.07	1.80620012929	0.178809307239	15	0.923695438136	f11f1	none	1np	differentiation-16	1np_f11f1
1np_f11f2	1022244	759004	556204	74.24	32.9473051444	0.0	0.0	0.977256052825	7.68500855955	86.3908045977	18.4954756664	10.96	3.28491073612	0.039875590505	5	0.907652685798	f11f2	none	1np	differentiation-16	1np_f11f2
1np_f11f3	747911	38951	36349	5.2	31.0974500977	0.0	0.0	13.1985586597	34.0914408723	26.9418316253	22.3819551687	46.67	19.678974215	0.000278747689328	1	0.105263157895	f11f3	none	1np	differentiation-16	1np_f11f3
1np_f11f4	985812	644255	463333	65.35	33.0547457325	0.0	0.0	0.805420867907	7.91625245988	83.6227708912	18.6423485018	13.96	3.1679211215	0.0528153516622	7	0.8925	f11f4	none	1np	differentiation-16	1np_f11f4
1np_f11f5	1283406	927067	678095	72.23	32.8070509254	0.0	0.0	0.880231757222	7.58376889105	87.6949880475	19.9211944411	10.27	3.5259916535	0.0750711540154	10	0.924956028923	f11f5	none	1np	differentiation-16	1np_f11f5
1np_f11f6	1168830	841809	594251	72.02	33.0302473414	0.0	0.0	0.546184409104	6.91046477008	87.5209182469	19.1277476053	10.52	2.64468240198	0.0515389806637	8	0.87218901224	f11f6	none	1np	differentiation-16	1np_f11f6
1np_f11g1	812570	566867	426037	69.76	33.1066221987	0.0	0.0	1.18044342929	7.49911392904	84.616823534	18.8103020517	12.23	3.1544126334	0.0532408086617	6	0.907688068338	f11g1	none	1np	differentiation-16	1np_f11g1
1np_f11g2	520025	27728	26782	5.33	31.2022421999	0.0	0.0	6.79967309264	20.207682323	19.9192346522	15.1896543435	66.51	12.4647853469	0.000806901205951	1	0.0545454545455	f11g2	none	1np	differentiation-16	1np_f11g2
1np_f11g3	841430	577201	452822	68.59	32.6763676123	0.0	0.0	0.532425674327	8.44084845834	86.8500366043	19.9735688683	10.95	3.98653723652	0.121255244858	13	0.829401088929	f11g3	none	1np	differentiation-16	1np_f11g3
1np_f11g4	1193988	757202	547199	63.41	33.1161192575	0.0	0.0	1.15880561614	7.32268666017	86.3697122584	19.1670268043	11.16	3.49249741203	0.0697749479182	10	0.912321278385	f11g4	none	1np	differentiation-16	1np_f11g4
1np_f11g5	930932	31124	29792	3.34	31.2503845608	0.0	0.0	8.15665574214	34.8811353771	16.890474395	13.7881029032	53.11	11.5161885979	0.000572166309674	1	0.0	f11g5	none	1np	differentiation-16	1np_f11g5
water-control_f11h1	895695	19448	19259	2.17	32.6516492779	0.0	0.0	0.254215148409	28.6640139869	4.41108498623	2.56526195213	68.61	0.822933622717	0.000278747689328	1	0.0	f11h1	none	water-control	differentiation-16	water-control_f11h1
water-control_f11h6	1052211	21269	20911	2.02	33.2600305452	0.0	0.0	0.106632098352	32.123442335	5.39328426863	3.74257756962	65.29	1.56184661704	0.00269945130718	1	0.0326086956522	f11h6	none	water-control	differentiation-16	water-control_f11h6
1np_f12a1	1348133	54114	52823	4.01	31.9476290544	0.0	0.0	0.262287494094	44.7421964649	9.86278121173	6.40675776014	50.23	3.225557602	0.000953610516123	1	0.0307692307692	f12a1	none	1np	differentiation-16	1np_f12a1
1np_f12a2	1729436	957340	704241	55.35	33.0567375722	0.0	0.0	0.0550465930091	10.6515157473	71.8210592537	15.6214367161	21.63	1.86372036331	0.0643320325108	10	0.912428734322	f12a2	none	1np	differentiation-16	1np_f12a2
1np_f12a3	1716982	226100	152295	13.16	32.4458130604	0.0	0.0	0.192081109714	23.455677779	18.781374073	6.88026614125	60.83	2.70002673294	0.0217423197676	4	0.18016194332	f12a3	none	1np	differentiation-16	1np_f12a3
1np_f12a4	1363333	589401	397478	43.23	32.4212910566	0.0	0.0	0.0852322321603	14.9105061562	58.9457902466	13.6597488216	30.48	2.3608301414	0.0422522813298	8	0.776388888889	f12a4	none	1np	differentiation-16	1np_f12a4
1np_f12a5	1257788	34845	33478	2.77	32.6435384977	0.0	0.0	0.211879734995	36.0774342914	6.98686345643	4.51975649334	60.38	2.05678376898	0.00158446054987	1	0.157407407407	f12a5	none	1np	differentiation-16	1np_f12a5
1np_f12a6	1358290	762166	547716	56.11	32.7897069109	0.0	0.0	1.00287566609	13.1301470816	70.8331186032	15.6966017666	19.62	2.13562012348	0.0675009536105	11	0.860682460335	f12a6	none	1np	differentiation-16	1np_f12a6
1np_f12b1	1496528	966496	628011	64.58	33.0827568879	0.0	0.0	0.0741713357857	16.8368932233	77.5792079704	18.6119937055	10.89	2.42760777396	0.0454945570846	7	0.894872621735	f12b1	none	1np	differentiation-16	1np_f12b1
1np_f12b2	1289893	585475	379893	45.38	32.7293000272	0.0	0.0	0.250949880572	24.6172762364	59.9991937353	15.5115245457	19.17	4.53624663636	0.0245151257299	6	0.854578096948	f12b2	none	1np	differentiation-16	1np_f12b2
1np_f12b3	1704124	1116556	839283	65.52	33.204645906	0.0	0.0	0.0648424328881	9.73235038856	84.2861845715	17.7359017587	10.87	2.15775665134	0.0955077609225	11	0.92089093702	f12b3	none	1np	differentiation-16	1np_f12b3
1np_f12b4	1317703	116002	95240	8.8	32.3088958589	0.0	0.0	0.214084173556	4.99694165466	11.5033247173	3.25467137586	84.6	0.717231309564	0.0163287462222	3	0.55795148248	f12b4	none	1np	differentiation-16	1np_f12b4
1np_f12b5	1555779	965928	582389	62.08	32.8437200913	0.0	0.0	0.11723932248	13.414646688	80.573238582	19.7640815739	11.13	2.16070014501	0.0538423168334	9	0.817438692098	f12b5	none	1np	differentiation-16	1np_f12b5
1np_f12b6	1633039	320371	259187	19.61	33.3715477708	0.0	0.0	0.324303140156	3.78582276001	25.4994366335	5.66697692647	72.18	0.888649390095	0.0647134767172	8	0.823396055316	f12b6	none	1np	differentiation-16	1np_f12b6
1np_f12c1	1454747	708363	499457	48.69	32.7452093044	0.0	0.0	0.166006764002	16.7254392477	64.2837993896	15.3252082818	23.72	2.9138827023	0.0540623807987	10	0.875440976934	f12c1	none	1np	differentiation-16	1np_f12c1
1np_f12c2	1345834	815461	626193	60.59	32.8670474962	0.0	0.0	0.13619767015	12.0085775554	78.7106620559	16.9754457817	13.87	2.44383053532	0.0828467474546	9	0.873915353285	f12c2	none	1np	differentiation-16	1np_f12c2
1np_f12c3	1841726	35599	33925	1.93	32.7593507395	0.0	0.0	0.864941995133	32.5736178031	7.25183006089	6.00084050861	20.99	47.1271220399	0.00284616061735	1	0.278350515464	f12c3	none	1np	differentiation-16	1np_f12c3
1np_f12c4	1320538	468147	306715	35.45	32.8435842058	0.0	0.0	0.110257924788	19.4388659185	44.862177594	11.3162039772	19.91	22.3892498523	0.0218743581468	3	0.76861167002	f12c4	none	1np	differentiation-16	1np_f12c4
1np_f12c5	1397511	79803	47736	5.71	32.5637565643	0.0	0.0	0.685212826703	62.3633831882	13.9757370546	8.8596816365	29.6	4.80650751831	0.00208327220445	1	0.19014084507	f12c5	none	1np	differentiation-16	1np_f12c5
1np_f12c6	1527660	944029	613065	61.79	32.7620255816	0.0	0.0	1.95396881505	17.4708377519	72.44707592	16.5439299321	13.22	2.62460233298	0.0404624277457	6	0.86439448876	f12c6	none	1np	differentiation-16	1np_f12c6
1np_f12d1	922119	51452	44951	5.57	32.5687552257	0.0	0.0	0.224482226864	39.2316851783	10.4247594136	5.55251908099	54.35	2.37560756603	0.00397582230568	2	0.715867158672	f12d1	none	1np	differentiation-16	1np_f12d1
1np_f12d2	1269380	36725	34284	2.89	32.8384014243	0.0	0.0	1.08863741103	72.9499718368	11.3482513186	9.13206001331	22.88	5.77295304419	0.00146709310173	1	0.04	f12d2	none	1np	differentiation-16	1np_f12d2
1np_f12d3	1526924	40396	25853	2.64	32.9104762254	0.0	0.0	0.884129868854	52.6646691881	8.70278500909	5.92956432045	42.82	3.41470602682	0.00104163610223	1	0.197183098592	f12d3	none	1np	differentiation-16	1np_f12d3
1np_f12d4	1302946	660963	387313	50.72	32.9969185216	0.0	0.0	0.180590060563	22.5039161104	68.2889840063	16.7469843455	14.49	2.6958803516	0.0565857809337	8	0.149079595541	f12d4	none	1np	differentiation-16	1np_f12d4
1np_f12d5	812511	391051	148173	48.12	32.5590385853	0.0	0.0	0.120121302824	21.3737150959	65.5370012997	18.2397306132	19.26	3.11330786499	0.0134385728118	1	0.21943231441	f12d5	none	1np	differentiation-16	1np_f12d5
1np_f12d6	1225577	750591	545587	61.24	33.0353890453	0.0	0.0	1.02318568128	11.9668664082	82.1025731406	17.181686445	10.21	2.38221125602	0.0688506792641	9	0.91135734072	f12d6	none	1np	differentiation-16	1np_f12d6
1np_f12e1	2071256	1352238	954075	65.28	33.0924125265	0.0	0.0	0.0861789277314	12.3702246735	83.0734447238	18.3662503042	10.2	2.79625273745	0.0966961063349	9	0.8969807313	f12e1	none	1np	differentiation-16	1np_f12e1
1np_f12e2	1048535	31302	29846	2.98	31.5774599799	0.0	0.0	0.891716100483	41.7504339367	9.91759971007	7.7917866748	53.97	5.04892517214	0.000806901205951	1	0.0363636363636	f12e2	none	1np	differentiation-16	1np_f12e2
1np_f12e3	1434652	910825	637038	63.48	33.0857699289	0.0	0.0	0.163940825169	12.2204223428	79.8577227839	17.4879971896	12.71	2.32347086147	0.0539010005575	7	0.904191616766	f12e3	none	1np	differentiation-16	1np_f12e3
1np_f12e4	915361	539742	385519	58.96	32.8519032382	0.0	0.0	0.168130020549	14.9488235815	77.6337911845	18.6820966109	13.24	2.92310263797	0.0964026877146	15	0.264343326739	f12e4	none	1np	differentiation-16	1np_f12e4
1np_f12e5	860927	444600	297756	51.64	32.5810120951	0.0	0.0	2.47859584566	20.7602002948	69.0285284187	17.9408105876	14.18	3.50306819013	0.060297526481	9	0.693187347932	f12e5	none	1np	differentiation-16	1np_f12e5
1np_f12e6	1005002	277877	164037	27.64	32.5905838993	0.0	0.0	8.58399418911	38.3050914916	38.2244952787	12.7710172038	22.14	4.95218953045	0.00830374695578	4	0.798586572438	f12e6	none	1np	differentiation-16	1np_f12e6
1np_f12f1	1374033	927312	654231	67.48	33.0627386678	0.0	0.0	0.231288081022	15.6868339005	79.1412793186	17.9752613453	10.3	2.45144988079	0.0476218420821	6	0.91651263093	f12f1	none	1np	differentiation-16	1np_f12f1
1np_f12f2	1304192	766073	561755	58.73	32.6939890752	0.0	0.0	0.163471985487	16.6562004725	71.8788313747	17.2004425705	17.02	2.94648286036	0.0709339514686	9	0.895553257497	f12f2	none	1np	differentiation-16	1np_f12f2
